,date,total_mora,comerciales_mora,consumo_mora,vivienda_mora,total_det,comerciales_det,consumo_det,vivienda_det,institucion,total_provi,comerciales_provi,consumo_provi,vivienda_provi
0,2010-01,1.295483794152679,1.316918728909571,0.6049836619054542,1.3088579127473718,4.384213332886341,4.866188033190764,1.6238184226282273,1.3089017795882334,banco bice,1.8109492974007024,2.0423356049584385,1.333526861041058,0.1103546221793598
1,2010-01,1.444693174799938,1.306635012818394,1.7047267065270104,1.717389522751377,6.0402547091886,6.475413365113207,8.210305787945249,2.912390360348334,banco de chile,2.469702910086467,2.3090696063049982,5.7606664141425945,0.5322774423042191
2,2010-01,2.16906234752805,1.8432435407836008,2.9210732108024424,2.7920794873234565,6.811929735380913,6.814083632787038,10.217940528190695,4.762041693313519,banco de credito e inversiones,2.2233242961287725,2.182745376015799,5.526492981820065,0.3868202752255589
3,2010-01,3.5447836618873074,0.6358992164124978,3.433226587192864,4.41241797393864,12.340274866948649,9.579965549224855,12.524808896515932,12.609947344606926,banco falabella,3.5604732690622263,1.437657347290314,5.321426801693134,0.6811887489496268
4,2010-01,1.3709933431241428,1.2054399853655675,1.8780214142991083,1.5333996635144167,9.476075998038668,12.568425156684183,6.75517893038988,1.601300206556719,banco itau corpbanca,2.239656273259936,2.4184416962306816,4.38117649891065,0.1355461018624638
5,2010-01,2.8569872134435537,2.6173886150761323,3.177221855948192,3.1115066433983007,10.738535473382637,11.851760954575685,21.01742412959141,3.164718462466557,banco santander-chile,2.4227590719363543,2.265584708016346,6.671861812662681,0.3964052707674041
6,2010-01,7.698311086533417,7.202783535782988,3.185535494754796,9.57383311778705,16.208819135596933,17.611208125952885,7.475425250021369,14.985662997545171,banco scotiabank,3.350487273141701,4.022532926255808,10.95948371655697,0.6559188173443731
7,2010-01,5.705720625836606,1.5694828779398435,2.0685211063916524,11.499634092711398,13.274149803879848,6.18037288171119,7.684040737299655,23.821419033568706,banco estado,2.7811326237759677,1.9801961174748568,6.577114250257638,2.9045218322178648
8,2010-02,1.722539563382032,1.8086794608023185,0.4906258577218295,1.3599865641586573,5.237069089724064,5.844473674302461,1.6449381525508593,1.359952312736153,banco bice,1.847418847643612,2.08821425404957,1.246221463939321,0.0971051138821855
9,2010-02,1.3766098505320623,1.2532819348726163,1.8428825908589903,1.4424288594146824,6.116777532760453,6.502175285944846,8.820477775229394,2.786912610333004,banco de chile,2.482904738039932,2.305239890829452,5.870228995723395,0.5431238631293545
10,2010-02,2.162818669252532,1.7740811760962023,2.907688168668155,3.001970215449351,7.0772660470046045,7.147517130907545,10.250006976983652,4.9516297339293605,banco de credito e inversiones,2.255535926963535,2.17157058395869,5.881164165057149,0.4056677283974245
11,2010-02,3.4882217785150624,0.6062672042911731,3.344409199193209,4.406828382553354,13.064968859177958,9.936984973339795,12.202535706062982,15.407588473877968,banco falabella,3.5428395011167853,1.4519896003172783,5.271122907499244,0.7180417223144895
12,2010-02,1.4533712934730083,1.2707224761987232,2.0124621420226245,1.6378527978938306,9.577185917675427,12.476966197476912,6.912618094812084,2.25806246273518,banco itau corpbanca,2.216504392574319,2.3933090313901584,4.380052896869118,0.1262494987152257
13,2010-02,2.7140643194020657,2.5141260609999785,3.1818427432821497,2.817741507908708,10.62319766550729,11.922699072404953,20.68655633883793,2.8613566993136925,banco santander-chile,2.4526673777285994,2.279248863793235,6.819436213591374,0.4004277671697069
14,2010-02,8.113416146665333,7.7809428208629505,2.9203702251653514,9.73115458311298,17.0763865437356,18.69525629909,7.370630884103452,15.66628776303028,banco scotiabank,3.5137423193593897,4.301784832612989,10.973704144573098,0.6927187561849889
